nome,cpf,idade,data,endereco,estado
Heitor Silveira,183.062.459-89,89,1935-02-19,"Avenida Azevedo, Santa Maria, 65167615 Souza de Aragão / MA",Acre
Fernanda Moraes,064.153.782-44,45,1979-03-18,"Avenida Rocha, 13, Alta Tensão 2ª Seção, 99471-813 Silva de Lopes / PI",Roraima
Alana Souza,801.249.653-42,50,1973-12-06,"Praia Moreira, 1, Cardoso, 95586377 Rezende / SE",Piauí
Srta. Caroline Da Rosa,192.846.350-98,51,1972-05-26,"Passarela Rocha, 96, Buraco Quente, 12527333 Pinto do Galho / SP",Ceará
Stephany Vieira,682.430.791-22,46,1977-05-22,"Travessa Guilherme Carvalho, 7, Jonas Veiga, 17310105 Moraes da Mata / MS",Tocantins
Enzo Barros,794.105.632-16,67,1957-01-13,"Estação Fernandes, 85, Nova Floresta, 99679-423 Melo Verde / GO",Minas Gerais
Caroline Peixoto,036.519.782-30,66,1957-11-02,"Loteamento Thales Pires, 51, Vila União, 19864-623 Jesus / RR",Sergipe
Maria Vitória Novaes,804.951.672-58,39,1984-08-08,"Via Vieira, 26, Ouro Preto, 40712368 Oliveira de Gonçalves / GO",Roraima
Bruna Moura,240.561.398-06,94,1930-02-13,"Quadra Amanda Martins, 4, Universo, 19144-449 Novaes / MG",Rio Grande do Sul
Maitê Peixoto,501.274.968-58,61,1962-04-07,"Distrito Caldeira, 95, Serra, 65997-329 Ribeiro da Serra / PI",Rio Grande do Norte
Dr. Anthony Barbosa,749.318.650-20,20,2004-03-18,"Distrito de Fogaça, 13, Pompéia, 53877441 Vieira / AP",Minas Gerais
Alexandre Jesus,269.471.530-34,69,1955-03-01,"Aeroporto de Fogaça, 74, Vila Santa Monica 2ª Seção, 60502356 Fogaça / BA",Piauí
Marcos Vinicius Campos,421.936.780-22,45,1978-11-19,"Trecho de Barbosa, 7, São José, 35218-132 da Cunha / RJ",Distrito Federal
João Miguel Moura,371.528.490-05,129,1894-07-21,"Praça de Costela, 38, Renascença, 34606-474 da Mota / MS",Roraima
Ana Júlia Cardoso,096.825.473-00,106,1917-10-02,"Praia da Mata, 88, Vila Piratininga Venda Nova, 49395-768 Barbosa / RJ",Bahia
Stella Rodrigues,870.629.354-92,126,1897-10-11,"Loteamento Maria Alice Costela, 63, Santa Maria, 89945979 Lopes / ES",Tocantins
Rebeca Da Rosa,640.731.289-22,11,2013-01-01,"Trecho da Mata, Barroca, 57152686 da Mata do Oeste / SC",Sergipe
Henrique Monteiro,378.529.164-73,6,2018-03-09,"Largo Theo Silva, 91, Nossa Senhora Da Conceição, 58201009 Santos do Amparo / SP",Espírito Santo
Ana Beatriz Teixeira,243.675.018-17,108,1916-03-14,"Viaduto Ferreira, 22, Goiania, 03047145 Teixeira do Galho / PE",Piauí
Luigi Da Rosa,316.092.874-87,5,2018-08-23,"Pátio de Rocha, 4, Cinquentenário, 90133939 Ribeiro / MG",Rio Grande do Norte
Melissa Dias,170.842.953-05,10,2014-02-21,"Quadra Isabel Castro, 40, Biquinhas, 73474-780 Porto / PI",São Paulo
Beatriz Nunes,483.651.072-44,129,1894-05-24,"Praça das Neves, 274, São Jorge 3ª Seção, 04812917 Moraes / SC",Rio Grande do Sul
Raquel Campos,213.869.074-13,124,1899-08-19,"Estação Ana Lívia Farias, 3, Vila Santa Rosa, 29209623 da Cunha do Sul / GO",Sergipe
Alícia Nascimento,578.310.692-59,111,1913-03-27,"Aeroporto Alícia Vieira, 84, Comiteco, 22332319 Costela / TO",Rondônia
Maria Julia Vieira,495.821.760-67,119,1905-03-20,"Vale Oliveira, 15, Gameleira, 25736494 Martins / PR",Mato Grosso
Igor Ramos,695.108.723-77,6,2017-06-29,"Lago de Caldeira, 4, Beija Flor, 80339055 Gonçalves de da Mata / AC",Pernambuco
Alice Cardoso,123.467.985-09,4,2019-10-14,"Viaduto Araújo, 76, São Bento, 81023-402 das Neves de Castro / PR",Bahia
Julia Das Neves,201.495.378-32,122,1901-06-30,"Praça Maria Sophia da Cunha, 71, Vila Batik, 49888-794 Porto Paulista / PI",Pernambuco
Kamilly Rezende,470.598.623-74,140,1883-06-04,"Setor de Pires, 39, Conjunto Jatoba, 35413804 Silveira / RO",Minas Gerais
Breno Freitas,205.941.738-41,16,2008-03-03,"Loteamento de Ferreira, 24, Nova Suíça, 04025468 Teixeira / PA",Amazonas
Ana Lívia Da Paz,347.890.162-69,17,2006-09-01,"Ladeira Gomes, 10, Califórnia, 16710644 Silva da Praia / RJ",Distrito Federal
Sr. Daniel Cavalcanti,609.138.254-33,6,2018-01-09,"Núcleo de da Paz, 894, Sion, 45639-116 da Cruz de Pereira / GO",Maranhão
Sr. Pedro Cavalcanti,863.591.470-84,1,2022-12-20,"Recanto de Melo, Nossa Senhora Do Rosário, 07870886 Monteiro / BA",Mato Grosso
João Melo,053.946.781-20,5225,,"Via de Santos, 172, Jardinópolis, 11026-705 Cardoso / AL",Alagoas
Eloah Viana,694.108.237-22,8890,,"Chácara Isabella Melo, 9, Engenho Nogueira, 48263-090 Cardoso / PB",Paraíba
Catarina Vieira,631.847.925-28,6850,,"Lagoa Moraes, 1, Fazendinha, 30786-621 Nunes / GO",Amapá
Dra. Emanuelly Da Luz,549.076.831-20,-398,,"Trevo Peixoto, 13, Jardim Alvorada, 88114547 Moura do Norte / RS",Amapá
Júlia Araújo,324.091.587-14,4068,,"Passarela de Alves, 45, Conjunto Celso Machado, 63777708 das Neves / AL",Pará
Enrico Aragão,496.017.253-34,2841,,"Trevo de Porto, Jardim Leblon, 25265042 Costela / AM",Pernambuco
Sr. Bruno Pires,428.176.095-49,-283,,"Quadra Pinto, 896, Nova Gameleira, 15951-609 da Mata Verde / AM",Pernambuco
Daniela Freitas,786.951.432-28,-620,,"Aeroporto de Pires, 59, Nossa Senhora Da Conceição, 58048-330 Nascimento / CE",Rondônia
Samuel Caldeira,801.726.935-86,3324,,"Campo Monteiro, Cabana Do Pai Tomás, 43706555 Correia de da Mata / AP",Rio Grande do Sul
Aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,930.674.852-38,38,1985-10-14,"Colônia da Rocha, 31, Jardim América, 88480-773 Barros de Goiás / RN",Alagoas
Aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,146.597.038-00,93,1930-08-27,"Estrada Nogueira, 21, Atila De Paiva, 84689-543 Nogueira / PB",Mato Grosso do Sul
Renan Da Luz,294.105.738-23,74,1949-07-29,"Rua não cadastrada, Bairro não cadastrado, 00000000 Cidade não cadastrada / PR",São Paulo
Caroline Costa,401.325.978-88,21,2003-02-20,"Rua não cadastrada, Bairro não cadastrado, 00000000 Cidade não cadastrada / RS",Pernambuco
Giovanna Farias,241.763.805-35,40,1983-08-14,"Rua não cadastrada, Bairro não cadastrado, 00000000 Cidade não cadastrada / RJ",Rio Grande do Sul
Maitê Araújo,496.283.175-55,52,1971-07-10,"Rua não cadastrada, Bairro não cadastrado, 00000000 Cidade não cadastrada / RS",Piauí
Lavínia Da Mota,039.485.716-00,21,2003-01-31,"Rua não cadastrada, Bairro não cadastrado, 00000000 Cidade não cadastrada / ES",Roraima
Igor Cardoso,345.061.892-05,49,1975-01-25,"Rua não cadastrada, Bairro não cadastrado, 00000000 Cidade não cadastrada / AM",Paraíba
Maria Julia Campos,018.639.472-13,98,1925-08-08,"Rua não cadastrada, Bairro não cadastrado, 00000000 Cidade não cadastrada / MG",Tocantins
Marcos Vinicius Das Neves,617.948.250-02,86,1938-03-23,"Rua não cadastrada, Bairro não cadastrado, 00000000 Cidade não cadastrada / RO",São Paulo
Isabel Barbosa,986.027.415-02,26,1997-12-17,"Rua não cadastrada, Bairro não cadastrado, 00000000 Cidade não cadastrada / MG",Ceará
Ryan Gomes,861.029.453-60,57,1966-05-17,"Rua não cadastrada, Bairro não cadastrado, 00000000 Cidade não cadastrada / SP",Acre
Breno Duarte,463.105.289-98,66,1957-10-07,"Rua não cadastrada, Bairro não cadastrado, 00000000 Cidade não cadastrada / TO",Rio de Janeiro
Eloah Peixoto,064.917.253-16,79,1944-05-23,"Rua não cadastrada, Bairro não cadastrado, 00000000 Cidade não cadastrada / MG",Sergipe
Luiza Sales,726.431.850-80,55,1968-05-01,"Rua não cadastrada, Bairro não cadastrado, 00000000 Cidade não cadastrada / GO",Rio Grande do Sul
Dr. Alexandre Sales,427.398.061-40,87,1936-06-05,"Rua não cadastrada, Bairro não cadastrado, 00000000 Cidade não cadastrada / SP",São Paulo
Alícia Campos,162.790.485-94,49,1975-03-20,"Rua não cadastrada, Bairro não cadastrado, 00000000 Cidade não cadastrada / GO",Piauí
Luigi Porto,826.509.374-83,43,1980-08-18,"Parque de Santos, 88, São João, 60112-833 Rodrigues / PI",Espírito Santo
