nome,cpf,idade,data,estado,salario,nivel_educacao,numero_filhos,estado_civil,anos_experiencia,area_atuacao,rua,bairro,cep,cidade
Alexia Monteiro,492.***.***-22,62,1962-02-27,Alagoas,8127.62,Ensino Médio,2,Solteiro,6,Indústria,"Trevo de Santos, 39",Vila Ouro Minas,83673-395,Silveira Paulista 
Laís Alves,729.***.***-07,30,1994-02-19,Amapá,3435.14,Ensino Fundamental,1,Solteiro,4,Educação,"Parque Nascimento, 33",Vila Independencia 2ª Seção,04148-883,das Neves 
João Felipe Alves,206.***.***-62,31,1992-04-23,Acre,11666.8,Ensino Superior,0,Solteiro,11,Saúde,"Praia da Cruz, 59",Silveira,67558-873,Ramos do Amparo 
Nina Aragão,752.***.***-46,32,1991-09-20,Espírito Santo,7155.67,Ensino Médio,2,Divorciado,13,Educação,"Aeroporto Pietro Farias, 91",Marçola,69198-840,Martins 
Maria Vitória Viana,643.***.***-42,20,2003-05-14,Piauí,4595.72,Ensino Superior,1,Casado,1,Tecnologia,"Lago de Campos, 4",Vale Do Jatoba,29700-768,Correia do Norte 
João Guilherme Rodrigues,784.***.***-71,67,1956-11-04,Paraíba,6589.17,Ensino Fundamental,1,Divorciado,42,Comércio,"Avenida Sarah da Rosa, 86",Pantanal,63063-377,Moura de Caldeira 
Gabrielly Teixeira,395.***.***-23,41,1982-06-13,Pernambuco,3471.76,Ensino Fundamental,1,Solteiro,0,Saúde,Lagoa das Neves,Braúnas,59558-567,Freitas do Sul 
Ana Laura Cunha,379.***.***-03,50,1974-02-04,Paraná,11062.85,Pós-graduação,0,Casado,22,Tecnologia,"Largo de Porto, 67",Jardim Felicidade,32039-730,da Rocha de da Mata 
Lavínia Barros,053.***.***-21,35,1988-12-12,Goiás,5606.34,Ensino Médio,1,Casado,2,Saúde,"Residencial Correia, 65",Jardinópolis,45404-465,Campos 
Nicole Sales,820.***.***-26,42,1981-10-22,Espírito Santo,13072.05,Ensino Superior,3,Casado,24,Educação,"Alameda Leonardo Dias, 66",Pindura Saia,50380-642,Ferreira das Flores 
Sr. Davi Lucas Carvalho,091.***.***-20,33,1991-04-06,Espírito Santo,2960.39,Ensino Médio,0,Casado,8,Indústria,"Conjunto Vieira, 65",Comiteco,73888-368,Lopes 
Ana Julia Rodrigues,209.***.***-00,56,1967-07-21,Paraíba,10830.65,Ensino Médio,2,Solteiro,25,Comércio,"Estação de Ramos, 58",Lindéia,86575-950,Santos 
Alana Barros,230.***.***-87,18,2006-03-09,Minas Gerais,7901.58,Ensino Médio,2,Solteiro,0,Tecnologia,"Vereda de Monteiro, 53",Olhos D'água,67320-109,Cunha das Flores 
Agatha Barros,254.***.***-98,43,1981-01-01,Pernambuco,10712.1,Não informado,3,Não informado,24,Não informado,"Estrada Vitor Hugo da Rocha, 212",Betânia,47277-828,Cardoso da Mata 
Gustavo Viana,075.***.***-49,63,1960-07-09,Amapá,18688.65,Ensino Superior,2,Solteiro,39,Tecnologia,"Passarela de Costa, 944",Caiçara - Adelaide,62493-680,Rezende 
Francisco Moreira,296.***.***-10,46,1977-06-08,Mato Grosso do Sul,4881.08,Ensino Fundamental,0,Casado,0,Saúde,"Distrito Maria Cecília Ferreira, 896",Beija Flor,13939-504,Moraes da Praia 
Sr. Noah Cardoso,389.***.***-13,60,1963-05-01,Rio Grande do Sul,7281.83,Ensino Médio,2,Solteiro,8,Educação,"Residencial Enrico Fernandes, 93",Vila Jardim Leblon,88720-239,Dias das Flores 
Luana Lopes,478.***.***-30,43,1980-12-27,Maranhão,10485.64,Ensino Superior,1,Casado,8,Comércio,"Aeroporto Ferreira, 60",Flamengo,23868-855,Peixoto 
Dra. Luna Peixoto,483.***.***-35,23,2000-05-24,São Paulo,7415.66,Ensino Médio,0,Casado,3,Saúde,"Passarela de Lopes, 94",Nova Gameleira,07019-373,Gomes de Cunha 
Ana Sophia Porto,507.***.***-88,59,1964-11-10,Maranhão,6902.92,Ensino Fundamental,2,Casado,15,Tecnologia,"Parque da Mota, 85",Santo Agostinho,73431-633,da Cruz 
Dr. João Lucas Nascimento,439.***.***-13,28,1996-03-17,Pernambuco,8730.3,Ensino Superior,4,Casado,3,Educação,"Lagoa Sophia Azevedo, 46",Mineirão,14612-491,Monteiro 
Manuela da Costa,741.***.***-58,83,1940-12-23,Rio Grande do Norte,14418.86,Ensino Superior,0,Casado,22,Saúde,"Distrito Lucas Gabriel Monteiro, 65",Boa União 1ª Seção,01974-937,da Cruz 
Vinicius Sales,925.***.***-23,36,1987-12-08,Espírito Santo,2340.09,Ensino Fundamental,0,Casado,17,Comércio,"Ladeira Marina Farias, 2",São Jorge 3ª Seção,61512-892,Barbosa de Ribeiro 
Heitor da Conceição,795.***.***-70,29,1995-02-21,Maranhão,9667.18,Ensino Superior,2,Casado,6,Comércio,"Estrada de Cavalcanti, 38",Coqueiros,61158-037,Moreira Verde 
Maria Fernanda Cavalcanti,196.***.***-20,22,2001-06-27,Alagoas,5895.68,Ensino Médio,1,Casado,3,Tecnologia,"Fazenda de Ribeiro, 78",Vila São Francisco,79997-064,das Neves 
Sabrina Lopes,695.***.***-75,48,1975-07-03,Roraima,7576.81,Ensino Médio,1,Casado,13,Comércio,"Praia de Mendes, 10",Canadá,49825-075,Pires 
Maria Vitória Lima,983.***.***-46,20,2003-10-31,Pernambuco,3084.41,Ensino Médio,0,Casado,2,Tecnologia,"Alameda de Moreira, 413",Vila Santa Rosa,95401-742,Sales do Galho 
Dr. Francisco Ribeiro,704.***.***-58,20,2003-12-11,Espírito Santo,12990.91,Pós-graduação,2,Casado,1,Tecnologia,Conjunto Maitê Barbosa,Vila Inestan,05932-869,Souza de Goiás 
Sophie Santos,213.***.***-30,34,1989-09-02,Paraíba,3425.08,Ensino Médio,0,Casado,16,Comércio,"Alameda Silveira, 135",Primeiro De Maio,44957-186,Jesus 
Diogo Farias,016.***.***-77,46,1978-02-17,Sergipe,7467.09,Ensino Fundamental,1,Casado,28,Tecnologia,Lago Alves,Jaqueline,57334-888,Lopes de Castro 
Mariana Barros,675.***.***-77,36,1987-08-20,Mato Grosso,3781.75,Ensino Fundamental,1,Casado,1,Tecnologia,"Loteamento Cunha, 94",Alto Dos Pinheiros,20592-485,Lima 
Isadora da Rosa,673.***.***-92,46,1977-06-05,Mato Grosso,9022.45,Ensino Médio,0,Casado,15,Saúde,"Residencial Theo Cavalcanti, 42",Nova Esperança,39234-827,da Rosa dos Dourados 
Davi Luiz Teixeira,970.***.***-00,46,1977-09-09,Santa Catarina,5709.73,Ensino Fundamental,3,Divorciado,16,Indústria,"Rua Eloah Teixeira, 132",São Bento,68564-982,Cardoso 
Francisco Vieira,357.***.***-16,64,1959-10-17,Amapá,8572.38,Ensino Médio,0,Casado,23,Comércio,"Ladeira Cunha, 46",Vila Petropolis,55833-435,Cardoso dos Dourados 
João Felipe Sales,657.***.***-86,57,1966-11-21,Distrito Federal,5399.61,Ensino Médio,1,Solteiro,33,Indústria,"Lagoa de Rodrigues, 72",Santana Do Cafezal,51664-956,Gomes 
Eduarda Caldeira,847.***.***-64,24,1999-07-10,São Paulo,3393.53,Ensino Médio,1,Solteiro,5,Saúde,"Quadra da Rosa, 165",Vila Sumaré,87190-234,Moura 
Lara Vieira,345.***.***-50,21,2002-08-09,Paraná,3793.36,Ensino Médio,0,Solteiro,1,Educação,Campo de Carvalho,São João Batista,49986-939,Fernandes de Ribeiro 
Raquel Campos,017.***.***-52,34,1990-01-20,Amazonas,15659.42,Pós-graduação,0,Casado,11,Saúde,"Loteamento Azevedo, 9",Grota,56773-226,Freitas 
Eloah Oliveira,368.***.***-26,46,1978-04-02,Alagoas,2827.39,Não informado,1,Não informado,0,Não informado,"Estação Heloísa Souza, 65",Capitão Eduardo,10721-147,Aragão 
Maria Luiza Castro,293.***.***-03,51,1972-05-05,Paraíba,12594.68,Ensino Médio,5,Solteiro,26,Tecnologia,"Largo Theo da Rosa, 538",Nova Granada,48264-979,Cavalcanti do Sul 
Sra. Mirella Porto,923.***.***-06,30,1994-03-07,Sergipe,6764.265822019516,Ensino Superior,0,Solteiro,4,Comércio,"Avenida João Felipe Teixeira, 97",Cidade Jardim,93920-799,Melo do Campo 
Sofia da Luz,965.***.***-92,22,2001-10-11,São Paulo,6764.265822019516,Ensino Médio,0,Casado,0,Saúde,"Condomínio Ferreira, 14",Horto Florestal,62596-984,Nunes de Correia 
Valentina Campos,517.***.***-07,32,1991-07-13,Minas Gerais,8328.93,Ensino Médio,2,Solteiro,10,Tecnologia,"Área Eloah Campos, 75",Boa União 2ª Seção,63755-391,Barros de Minas 
Vitor Gabriel da Conceição,925.***.***-10,37,1986-05-17,Goiás,7474.69,Ensino Médio,0,Solteiro,13,Indústria,"Área Lima, 3",Novo Ouro Preto,56663-444,Nunes 
Igor Rezende,354.***.***-06,35,1988-06-19,Paraná,4625.59,Ensino Médio,3,Casado,3,Educação,"Travessa de da Luz, 4",Vila Pilar,98572-929,Gomes 
Sr. Lucca da Cruz,910.***.***-04,41,1982-08-07,Tocantins,9023.45,Ensino Superior,0,Divorciado,16,Indústria,"Estrada Augusto da Cruz, 46",Vila Santo Antônio Barroquinha,25200-277,Nogueira Grande 
João Guilherme Moura,957.***.***-83,49,1974-10-31,Tocantins,6309.96,Ensino Médio,1,Casado,24,Saúde,"Estação Pires, 28",Guarani,70538-778,Pereira Alegre 
Dr. Enzo Gabriel da Rosa,279.***.***-69,45,1978-09-20,Mato Grosso,3193.49,Ensino Fundamental,2,Solteiro,15,Indústria,"Morro Otávio Ramos, 96",Copacabana,50072-092,Gomes do Amparo 
Gustavo Peixoto,403.***.***-60,61,1962-04-24,Pernambuco,8547.09,Ensino Médio,0,Casado,11,Tecnologia,"Estrada de Almeida, 91",Vista Do Sol,02089-193,Viana 
Pedro Fernandes,476.***.***-78,39,1984-12-27,Bahia,5209.98,Ensino Médio,0,Casado,10,Indústria,"Praia Vieira, 413",Vila Ouro Minas,05966-450,da Rosa da Praia 
Miguel Gonçalves,697.***.***-06,31,1992-11-22,Rondônia,7655.42,Ensino Médio,2,Casado,5,Saúde,"Fazenda de da Mota, 7",Providencia,88963-315,Martins 
Thomas Oliveira,041.***.***-06,20,2003-12-04,Paraná,2474.6,Ensino Médio,0,Casado,2,Indústria,"Viela Lima, 401",Granja De Freitas,02589-364,Teixeira do Galho 
Luiz Gustavo Oliveira,135.***.***-91,42,1981-05-18,Minas Gerais,3432.99,Ensino Fundamental,1,Solteiro,6,Comércio,"Recanto Silva, 9",São Francisco Das Chagas,75544-693,Silva do Amparo 
Ana Sophia Oliveira,870.***.***-00,52,1971-08-26,Tocantins,6207.13,Ensino Médio,3,Casado,17,Indústria,Largo de da Paz,São Sebastião,90431-992,Ramos 
Heitor Aragão,720.***.***-22,46,1977-05-03,Paraná,4039.94,Ensino Fundamental,1,Casado,0,Educação,"Lagoa de Nascimento, 37",Vila Inestan,42964-322,Novaes de Costela 
Maria Sophia Nogueira,375.***.***-00,42,1981-06-23,Rio de Janeiro,17669.66,Ensino Superior,4,Casado,19,Tecnologia,"Fazenda Peixoto, 11",Vila Coqueiral,71562-727,Alves 
Dra. Helena Alves,913.***.***-93,86,1937-11-24,Rondônia,7151.12,Ensino Médio,1,Divorciado,66,Educação,"Recanto Larissa Souza, 43",Vila Rica,79155-822,Caldeira 
Sabrina Moreira,287.***.***-62,61,1963-03-10,Pernambuco,5975.8,Ensino Médio,0,Casado,1,Educação,"Lagoa de Peixoto, 63",Mirante,50731-137,Jesus da Mata 
Sr. Lucas Gabriel Novaes,597.***.***-40,61,1962-05-06,Pará,8346.09,Ensino Médio,0,Casado,33,Saúde,"Conjunto de Gomes, 1",Santa Lúcia,97509-273,Carvalho 
Dr. Levi Rodrigues,738.***.***-00,27,1996-08-27,Bahia,8779.38,Ensino Superior,3,Casado,9,Saúde,"Trevo Lima, 589",Flavio De Oliveira,17163-909,Gonçalves 
Davi Lucas Teixeira,681.***.***-62,43,1980-09-18,Alagoas,3896.24,Ensino Médio,0,Divorciado,10,Comércio,"Praça Azevedo, 639",Mangueiras,02817-113,Rocha Paulista 
Alana Pires,981.***.***-04,20,2004-03-18,Bahia,6174.02,Ensino Médio,2,Casado,0,Indústria,"Morro de da Mota, 8",Colégio Batista,79647-809,da Mata do Oeste 
Rafael Silveira,057.***.***-29,49,1974-04-27,Roraima,8941.44,Ensino Médio,1,Casado,12,Comércio,"Favela Cauã Silveira, 65",Vila São Francisco,85008-608,Nascimento 
Sr. Luiz Henrique Moreira,674.***.***-65,24,1999-08-30,Minas Gerais,4787.91,Ensino Médio,0,Casado,2,Indústria,"Rodovia Ana Beatriz Dias, 3",Mangueiras,67424-524,Fernandes Grande 
Leonardo Moreira,425.***.***-16,64,1959-05-23,Ceará,7514.71,Ensino Médio,1,Solteiro,9,Comércio,"Conjunto Julia Silveira, 34",Barreiro,61821-714,Santos da Praia 
Vitória Nunes,126.***.***-73,32,1992-02-27,Paraíba,4827.22,Ensino Fundamental,3,Solteiro,9,Indústria,Vila de Freitas,Jardim Alvorada,54163-916,Fernandes de Duarte 
Leonardo Farias,291.***.***-51,28,1996-01-13,Rio de Janeiro,5680.07,Ensino Médio,0,Casado,5,Tecnologia,Rodovia de Ribeiro,Santa Maria,21486-346,Sales 
Bárbara da Costa,178.***.***-37,34,1989-08-15,Rio Grande do Norte,2476.31,Ensino Fundamental,0,Casado,14,Indústria,"Pátio Silveira, 58",Belvedere,41751-062,Viana do Norte 
Mariane das Neves,790.***.***-97,29,1994-10-14,São Paulo,7460.83,Ensino Médio,0,Casado,11,Tecnologia,"Trevo Cardoso, 24",Vila Suzana Segunda Seção,67471-443,Silva Verde 
Davi Lucca Moreira,156.***.***-46,32,1991-07-04,Paraná,6764.265822019516,Ensino Fundamental,1,Casado,4,Saúde,Largo de Silva,Santana Do Cafezal,70151-926,Gomes 
João Pedro Barbosa,210.***.***-31,60,1964-01-14,Amapá,10090.86,Ensino Médio,0,Divorciado,13,Tecnologia,"Praça Silveira, 82",Parque São Pedro,85370-128,da Rosa de Cavalcanti 
Dra. Maria Sophia Nascimento,864.***.***-05,19,2004-08-26,Mato Grosso do Sul,2505.56,Ensino Médio,0,Casado,0,Comércio,"Pátio de Novaes, 28",Maria Virgínia,43469-383,Fernandes 
Alice Duarte,961.***.***-98,52,1971-11-10,Mato Grosso do Sul,8200.88,Ensino Superior,3,Casado,4,Saúde,Favela Ribeiro,Camponesa 1ª Seção,75353-866,Farias 
Dr. Luigi da Cruz,417.***.***-78,21,2002-12-02,Minas Gerais,3751.72,Ensino Médio,3,Casado,3,Educação,"Esplanada Novaes, 564",Santana Do Cafezal,33369-338,Almeida 
Arthur Peixoto,216.***.***-85,51,1972-10-06,Ceará,6813.65,Ensino Fundamental,2,Casado,16,Saúde,"Condomínio Thomas Moraes, 672",Caetano Furquim,75285-361,Santos 
Ian Fogaça,457.***.***-43,43,1981-02-07,Roraima,5691.17,Ensino Médio,2,Casado,5,Comércio,"Colônia Raquel Teixeira, 8",Boa Viagem,05356-119,Aragão da Praia 
Pietra Gomes,730.***.***-92,46,1977-11-06,Paraíba,9340.62,Ensino Superior,1,Casado,8,Comércio,"Vale Gabriel Farias, 985",Flavio Marques Lisboa,29873-712,Cavalcanti dos Dourados 
Eduarda Ribeiro,297.***.***-65,36,1988-03-21,Amapá,8102.67,Ensino Médio,2,Casado,17,Saúde,"Via da Luz, 39",Vila Nova Cachoeirinha 3ª Seção,02851-498,Vieira 
Sra. Sofia Ferreira,354.***.***-92,57,1966-04-22,Paraná,6062.98,Ensino Fundamental,0,Solteiro,39,Comércio,"Núcleo Souza, 47",Ribeiro De Abreu,28496-897,Azevedo do Galho 
Stella Silva,685.***.***-84,55,1969-03-28,Goiás,6764.265822019516,Não informado,0,Não informado,0,Não informado,"Viela Luna da Mota, 630",São Paulo,60963-210,das Neves 
Sr. Benjamin Duarte,341.***.***-70,34,1990-01-26,Santa Catarina,3650.46,Ensino Médio,2,Casado,15,Educação,"Sítio Dias, 784",Araguaia,98879-755,Monteiro da Mata 
Ana Julia Rocha,604.***.***-20,64,1959-09-03,Distrito Federal,6542.16,Ensino Fundamental,0,Solteiro,39,Indústria,"Núcleo Sophie da Mota, 54",Vila Piratininga Venda Nova,86090-960,Monteiro da Prata 
Eduardo Freitas,814.***.***-67,51,1972-04-16,Mato Grosso,6764.265822019516,Não informado,0,Não informado,26,Não informado,Rodovia da Rocha,Santa Rita,11456-877,Gomes 
Ana Clara Fogaça,406.***.***-83,56,1968-01-18,Maranhão,2816.18,Ensino Fundamental,1,Casado,4,Tecnologia,"Chácara da Costa, 96",Vila Cloris,96195-896,Duarte 
Davi Luiz Duarte,053.***.***-99,25,1998-08-14,Mato Grosso do Sul,5479.67,Ensino Médio,0,Divorciado,2,Educação,"Viela Valentina da Cruz, 87",Unidas,58729-731,Dias do Norte 
Ana Luiza Sales,706.***.***-61,62,1961-06-04,Pernambuco,5164.91,Ensino Médio,0,Solteiro,16,Indústria,Fazenda Kaique da Costa,Santa Terezinha,03303-070,Gonçalves de Aragão 
Ana Clara Nascimento,628.***.***-33,37,1986-11-18,Pernambuco,2024.65,Ensino Fundamental,0,Casado,1,Saúde,"Viela da Mata, 12",Aparecida,32258-936,Cardoso do Amparo 
Srta. Brenda da Rosa,704.***.***-23,28,1995-05-23,São Paulo,2604.89,Ensino Fundamental,0,Casado,2,Educação,"Estrada Fogaça, 5",São João Batista,47563-365,Araújo 
Daniela Fogaça,306.***.***-42,42,1981-10-03,Goiás,6090.13,Ensino Médio,1,Solteiro,17,Indústria,"Fazenda de Costa, 21",Baleia,93890-838,Ribeiro de Goiás 
Helena da Cruz,506.***.***-66,21,2002-09-09,Maranhão,2424.6,Ensino Fundamental,1,Solteiro,2,Indústria,"Vereda de Correia, 56",Conjunto Capitão Eduardo,45857-716,Ferreira 
Melissa Monteiro,415.***.***-52,45,1979-01-06,Mato Grosso,11470.7,Ensino Médio,0,Divorciado,17,Tecnologia,"Praia da Cruz, 491",Santa Inês,80825-915,Monteiro de Carvalho 
Maria Eduarda Correia,428.***.***-91,28,1995-05-01,Pará,5594.28,Ensino Médio,0,Casado,7,Saúde,"Chácara de Martins, 44",Aarão Reis,49167-194,Rezende 
Cecília Ramos,754.***.***-20,48,1975-05-18,Rio de Janeiro,7184.23,Ensino Médio,2,Casado,9,Comércio,"Aeroporto Benício Viana, 12",Barro Preto,12282-564,Nascimento 
Davi Lucca Pereira,406.***.***-22,55,1968-12-18,Espírito Santo,8118.04,Não informado,3,Não informado,12,Não informado,"Alameda Souza, 8",Vila Dos Anjos,38082-847,Costela Paulista 
Laís Duarte,953.***.***-57,33,1990-06-03,Acre,4198.8,Ensino Fundamental,0,Solteiro,0,Tecnologia,"Alameda de Cunha, 5",Marçola,93242-441,Fogaça do Oeste 
Theo Lopes,428.***.***-10,33,1990-10-11,Amapá,10676.89,Ensino Superior,0,Casado,15,Educação,"Viaduto de Silva, 414",Conjunto Santa Maria,83866-195,Santos do Campo 
Milena Araújo,932.***.***-37,58,1965-05-20,Minas Gerais,12382.19,Não informado,3,Não informado,37,Não informado,"Vale Luana Campos, 51",Belmonte,68638-908,Novaes 
Ana Júlia da Mota,735.***.***-10,24,2000-01-14,Pará,6372.09,Ensino Médio,1,Casado,0,Saúde,"Setor de Cardoso, 600",Ernesto Nascimento,04947-774,Farias de Nunes 
Elisa Gonçalves,104.***.***-60,50,1973-07-09,Acre,7537.08,Ensino Fundamental,1,Solteiro,18,Tecnologia,"Estrada Gomes, 58",Vila Paraíso,81943-750,da Conceição Paulista 
Diego da Cunha,278.***.***-10,31,1992-06-14,Santa Catarina,3142.12,Ensino Médio,1,Casado,4,Saúde,"Viela de Almeida, 6",Vila Do Pombal,11734-267,Rocha 
Sra. Heloísa Duarte,652.***.***-07,38,1986-03-18,Santa Catarina,6764.265822019516,Não informado,1,Não informado,15,Não informado,Ladeira Antônio Santos,Novo Ouro Preto,70127-057,Novaes da Mata 
Ana Carolina Fogaça,359.***.***-43,60,1964-03-21,Piauí,5992.69,Ensino Médio,2,Solteiro,34,Indústria,"Esplanada da Luz, 20",Marilandia,33365-805,Moreira Paulista 
Vitor Hugo da Mata,354.***.***-64,50,1973-04-20,Maranhão,6764.265822019516,Ensino Fundamental,3,Casado,13,Saúde,"Recanto Oliveira, 11",Barreiro,02163-669,Silveira 
Maria Clara Barbosa,914.***.***-82,60,1964-01-26,Mato Grosso do Sul,5031.28,Ensino Fundamental,1,Divorciado,8,Educação,"Travessa Maria Cecília da Rocha, 243",Cenaculo,59258-092,Cunha 
Pedro Miguel da Cruz,036.***.***-34,32,1991-11-06,Rio Grande do Sul,4251.91,Ensino Médio,1,Solteiro,13,Tecnologia,"Vale Cardoso, 66",Vila Nova Gameleira 3ª Seção,25804-416,da Conceição 
Gabriela Vieira,931.***.***-55,64,1960-03-31,Mato Grosso,7112.72,Ensino Fundamental,0,Casado,40,Saúde,"Estação de Carvalho, 82",Suzana,10087-668,Almeida de Rocha 
Luiz Miguel Costa,207.***.***-38,39,1984-07-03,Goiás,5751.31,Ensino Médio,0,Casado,13,Educação,"Trevo de Farias, 26",Morro Dos Macacos,65218-274,Ramos das Pedras 
Sra. Maysa Araújo,519.***.***-61,21,2003-01-20,Sergipe,5904.85,Ensino Superior,0,Casado,3,Educação,"Lago João Miguel da Luz, 70",Vila Suzana Segunda Seção,93360-615,Campos 
Dra. Julia Araújo,342.***.***-69,32,1992-02-26,Paraná,5095.17,Ensino Médio,1,Viúvo,4,Comércio,Rodovia Santos,Heliopolis,33010-888,Rodrigues 
Vitor Gabriel da Rocha,831.***.***-02,23,2001-03-23,Espírito Santo,6293.08,Ensino Médio,1,Solteiro,3,Saúde,"Lagoa Letícia Cardoso, 2",Santa Inês,95739-016,Costela de Ferreira 
Luna Cardoso,974.***.***-37,21,2002-04-24,Distrito Federal,8174.05,Ensino Superior,0,Casado,2,Tecnologia,"Praça Evelyn Pereira, 66",Vera Cruz,92647-149,da Luz Grande 
Helena Ribeiro,672.***.***-34,27,1996-06-29,Amapá,5655.63,Ensino Médio,0,Casado,6,Comércio,"Vereda Bruno Campos, 84",Vila Coqueiral,05048-918,Rezende 
Rebeca Nascimento,968.***.***-04,22,2001-04-14,Paraná,7965.45,Ensino Superior,0,Casado,3,Educação,"Favela Luna Araújo, 6",Universitário,93733-660,Monteiro 
Maria Julia Lopes,893.***.***-42,38,1985-07-02,Rio de Janeiro,7333.94,Ensino Médio,0,Casado,12,Saúde,"Viaduto Lima, 76",Santa Inês,73050-961,Lima de Rocha 
Juan Rezende,075.***.***-32,25,1999-01-09,Amapá,6764.265822019516,Ensino Fundamental,0,Solteiro,4,Comércio,"Colônia Alícia Costela, 88",São Bento,77219-471,Porto Paulista 
Ana Julia Costela,940.***.***-50,47,1976-10-13,Maranhão,11396.59,Ensino Superior,0,Solteiro,13,Comércio,"Estrada Lívia Martins, 794",Calafate,91866-958,Castro de Freitas 
Maria Julia Fernandes,039.***.***-00,52,1972-02-12,Paraná,11292.45,Ensino Superior,0,Casado,6,Indústria,"Estação Lorena Azevedo, 245",Vila Puc,93939-346,Cavalcanti 
Enrico Carvalho,705.***.***-05,32,1992-04-07,Espírito Santo,5997.17,Ensino Médio,1,Solteiro,5,Tecnologia,"Via Viana, 271",Vila Atila De Paiva,54187-722,Rodrigues 
Sr. Daniel Martins,264.***.***-65,25,1998-10-08,Mato Grosso do Sul,3360.89,Ensino Médio,2,Casado,1,Tecnologia,Viela de Barbosa,Beija Flor,54377-972,Azevedo de Fogaça 
Maria Clara Ferreira,196.***.***-28,34,1989-12-21,Piauí,6073.91,Ensino Médio,0,Solteiro,12,Educação,"Conjunto de da Mata, 647",Corumbiara,78506-341,Mendes 
Daniel da Cunha,031.***.***-79,31,1992-06-09,Rio Grande do Norte,4984.09,Ensino Médio,3,Casado,1,Educação,"Via Diogo Nunes, 56",São Paulo,09991-088,Silva do Sul 
Maria Clara Cardoso,658.***.***-55,23,2000-10-17,Bahia,5526.97,Ensino Médio,1,Casado,3,Tecnologia,"Largo Vieira, 147",Vila São Francisco,72336-978,Monteiro 
Sra. Giovanna Pinto,124.***.***-78,52,1972-04-06,Minas Gerais,3675.59,Ensino Fundamental,2,Solteiro,6,Indústria,"Alameda de da Cunha, 9",Vila Nova Gameleira 1ª Seção,86529-319,das Neves 
Luiz Felipe Melo,346.***.***-50,38,1986-03-12,São Paulo,1775.51,Ensino Fundamental,0,Casado,2,Indústria,"Rua de Pinto, 40",Barreiro,24801-342,Rezende da Serra 
Yago Fogaça,462.***.***-17,45,1979-04-06,Rio Grande do Norte,15836.09,Ensino Superior,0,Casado,25,Indústria,Feira da Mota,Jaraguá,37590-329,Oliveira do Amparo 
Pedro Miguel Vieira,803.***.***-00,71,1953-01-02,Amapá,2301.16,Ensino Fundamental,0,Casado,9,Comércio,Aeroporto Ferreira,Belvedere,87624-170,Santos 
Juan Barbosa,842.***.***-31,51,1972-08-26,Minas Gerais,4092.16,Ensino Médio,0,Casado,12,Educação,"Avenida da Rosa, 55",Conjunto Capitão Eduardo,37241-572,Ferreira das Flores 
João Vitor Aragão,832.***.***-62,23,2000-06-25,Mato Grosso,7046.73,Ensino Médio,1,Casado,0,Saúde,"Travessa Nogueira, 60",Vila Maloca,65634-903,da Paz 
